ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
01006,F,White,0,9400,53756,76077,HomeImp,Office,12,2,0,244.11665292,2,29,33.374570631
01007,F,Black,0,9400,81546,119128,HomeImp,Office,30,0,0,328.17812369,2,38,34.150319383
01008,M,White,0,9400,86539,95010,DebtCon,Other,0,4,0,,0,3,29.815323588
01009,F,White,0,9400,71600,99682,DebtCon,Other,16,,,159.03637066,4,16,25.607228233
01010,M,White,0,9400,77715,101258,DebtCon,Mgr,2,0,0,65.876586717,1,23,38.108000987
01011,F,Multiracial,0,9400,52598,74747,DebtCon,Mgr,6,,,129.34382449,,24,42.265466118
01012,M,White,0,9400,51505,84178,HomeImp,Other,19,0,0,202.69796289,0,16,35.530613427
01013,F,White,0,9400,92340,125451,DebtCon,Office,7,0,0,129.11372481,1,22,36.349974603
01014,F,White,0,9400,53244,62245,DebtCon,Other,23,0,0,276.78774402,3,28,37.821851509
01015,M,White,0,9400,77410,116693,DebtCon,Office,0,0,0,245.08365185,0,37,17.176900657
01016,M,White,0,9400,56675,66976,HomeImp,Other,6,0,0,128.07164796,0,33,35.033371132
01017,M,White,0,9400,103973,119817,DebtCon,Other,18,0,2,182.6166394,2,16,37.337977192
01018,M,White,1,9500,50400,63000,DebtCon,Other,1,0,0,91.266666667,8,22,
01019,F,White,1,9500,36114,45654,DebtCon,Office,0,0,0,83.333291772,0,9,25.343478449
01020,F,Multiracial,0,9500,115186,131800,DebtCon,Self,7,0,0,177.05003605,0,19,33.43055804
01021,M,White,0,9500,41541,57280,DebtCon,Other,6,0,0,69.229369351,1,10,29.160127076
01022,F,White,0,9500,28750,42408,HomeImp,Office,0,0,0,115.5749709,1,30,39.050394794
01023,M,Black,0,9500,47019,59413,DebtCon,Other,4,0,0,78.02555168,0,11,31.418132394
01024,F,White,0,9500,131394,162449,HomeImp,ProfExe,10,0,0,222.0095049,0,18,19.551242992
01025,F,White,0,9500,55862,62965,DebtCon,Other,15,0,4,223.10391402,0,36,26.141178049
01026,F,Asian,0,9500,70000,85000,DebtCon,ProfExe,9,0,1,175.56666667,1,12,
01027,F,White,0,9500,35019,52710,DebtCon,Other,12,0,0,241.58177936,0,31,38.208667839
01028,F,Black,0,9500,21900,35250,HomeImp,Mgr,16,0,0,59.866666667,1,10,
01029,F,White,0,9500,59494,75930,HomeImp,Other,0,0,0,98.99850784,0,6,36.888436373
01030,M,White,0,9500,42699,57680,DebtCon,Null,10,0,0,114.4929085,1,26,25.07515295
01031,M,Black,0,9500,43210,59692,HomeImp,Other,1,1,,103.08948312,,13,38.704985068
01032,M,White,0,9500,58185,64576,DebtCon,Mgr,6,,4,127.8552645,1,11,38.298309125
01033,M,Other,1,9500,54612,68759,HomeImp,Other,9,0,0,89.102838608,0,19,31.353906936
01034,M,White,0,9500,79479,88772,DebtCon,ProfExe,8,0,0,189.58907467,0,12,37.95298991
01035,M,Other,1,9500,,40000,HomeImp,Other,10,0,0,36.5,1,1,
01036,M,White,0,9600,62405,69459,DebtCon,Other,0,0,2,86.431831744,2,18,36.260331272
01037,F,White,0,9600,45158,55455,DebtCon,Other,15,0,0,82.71313688,0,12,30.931517996
01038,M,White,0,9600,64758,63646,HomeImp,Other,5,0,0,120.64455858,0,34,35.98492935
01039,F,White,0,9600,53277,60843,DebtCon,Office,0,0,0,180.28406155,0,21,37.950787581
01040,M,White,0,9600,84333,201281,HomeImp,Self,14,0,0,13.213057261,,7,17.825630936
01041,F,Multiracial,0,9600,70589,99384,HomeImp,Other,0,0,1,176.4674623,0,31,34.234789575
01042,M,Asian,1,9600,42357,99756,HomeImp,Office,4,1,4,354.65022495,0,30,36.525172928
01043,M,White,0,9600,,68324,HomeImp,Other,,0,0,356.45017827,0,6,36.554268317
01044,F,Other,0,9600,73000,99600,HomeImp,ProfExe,4.5,0,1,93.333333333,1,34,
01045,F,Other,0,9600,53196,63942,DebtCon,Other,16,0,4,227.56368402,0,36,24.016769941
01046,M,White,0,9600,56224,60260,DebtCon,Other,15,0,3,219.7420453,0,36,25.439463543
01047,F,Black,0,9600,46683,61773,DebtCon,Office,1,0,0,171.05844903,1,20,38.005289312
01048,F,Asian,0,9600,,56900,Null,Null,,,,,,,14.435238785
01049,M,White,1,9600,24680,43500,DebtCon,Other,18,0,3,114.66666667,0,19,
01050,F,White,0,9600,50655,59502,DebtCon,Other,0,0,0,93.432844102,0,20,37.982353508
01051,F,White,0,9600,45240,60136,DebtCon,Other,2,0,1,83.066750905,0,19,38.454300022
01052,F,White,0,9600,77359,101365,HomeImp,Other,1,0,0,182.80351445,0,31,33.481910133
01053,F,White,0,9600,44553,48626,HomeImp,Mgr,20,0,1,226.45215948,0,18,35.555922893
01054,M,White,0,9700,75566,92066,DebtCon,Office,14,0,0,94.987922191,0,8,25.161183475
01055,M,Other,0,9700,29094,51990,Null,Other,30,0,0,246.19523933,0,19,20.743364711
01056,M,White,0,9700,45907,57507,DebtCon,Other,6,0,0,81.229448637,0,11,29.037574223
01057,F,Multiracial,0,9700,53527,58605,DebtCon,Office,4,0,0,75.584542581,3,12,36.709538909
01058,M,Black,0,9700,98232,117321,DebtCon,Other,19,0,2,194.42471787,2,15,36.95089224
01059,F,Other,0,9700,,64644,HomeImp,Other,,0,0,368.07092408,0,6,36.573169598
01060,M,White,0,9700,21883,67432,HomeImp,Office,24,0,0,308.99557574,1,12,41.414280651
01061,F,Other,0,9700,84933,122520,DebtCon,Office,10,0,0,141.43307599,1,23,36.795013963
01062,M,Black,1,9700,55986,73000,DebtCon,Other,2.5,0,1,207.16666667,2,29,
01063,F,White,0,9700,108000,210000,HomeImp,ProfExe,2.3,0,0,124.83333333,1,15,
01064,F,Black,0,9700,5801,58305,HomeImp,Other,8,2,1,352.96666667,1,22,
01065,M,White,0,9700,59100,74986,HomeImp,Office,14,0,0,244.53333333,1,32,
01066,M,Other,1,9700,53000,56000,DebtCon,Office,2,0,0,75.033333333,5,18,
01067,F,Black,1,9700,73085,92000,DebtCon,Other,8,0,3,173.5,0,34,
01068,M,White,0,9700,39141,48905,DebtCon,Other,13,0,0,89.83593974,0,11,32.4314097
01069,F,White,0,9700,44652,63232,DebtCon,Other,9,0,0,102.16551363,0,22,37.034875874
01070,F,Asian,0,9700,59633,70398,HomeImp,Other,4,0,0,239.03820584,1,16,38.867248989
01071,F,Multiracial,0,9700,63488,74374,DebtCon,Office,5,0,0,106.58945227,2,15,26.896012771
01072,F,White,0,9700,8852,60599,HomeImp,Other,7,2,1,359.1044913,1,21,16.87198276
01073,M,Other,1,9700,32660,54536,DebtCon,Office,0,0,0,156.4821057,0,13,67.32490355
01074,F,White,0,9700,,54385,HomeImp,Other,10,0,0,314.73283271,1,13,34.170403536
01075,F,White,0,9700,77394,86917,DebtCon,Office,16,0,1,81.461400461,0,9,27.705856544
01076,F,Multiracial,1,9700,47000,82000,HomeImp,Other,,1,2,96.633333333,,8,
01077,M,Asian,0,9800,54564,62109,DebtCon,Mgr,10,0,0,124.02162504,0,19,32.565686372
01078,F,White,0,9800,15021,31900,DebtCon,Other,6,0,0,276.73420174,0,11,22.291249185
01079,F,White,0,9800,136154,203815,DebtCon,ProfExe,1,0,0,70.853327642,2,23,35.8789883
01080,F,White,0,9800,79405,111563,DebtCon,Office,0,0,0,240.94299363,1,38,19.332810029
01081,F,White,0,9800,58936,78078,DebtCon,Null,19,0,0,152.14012571,0,11,32.188760518
01082,M,Asian,0,9800,74962,108730,HomeImp,ProfExe,4,0,1,76.392416053,1,33,37.32134756
01083,F,Asian,1,9800,36500,54000,HomeImp,Other,17,0,1,105.66666667,5,19,
01084,F,White,0,9800,81199,206201,HomeImp,Self,12,0,0,2.8207855775,,7,21.28386768
01085,F,Multiracial,0,9800,49287,69831,DebtCon,Mgr,2,0,0,182.99480622,2,16,29.713466905
01086,M,Multiracial,0,9800,62826,65912,HomeImp,Other,6,0,0,132.75248959,0,34,37.588199542
01087,F,Multiracial,0,9800,49298,73426,HomeImp,Office,9,3,1,242.38901624,1,29,34.690361253
01088,M,White,0,9800,69919,100267,DebtCon,Other,16,,,130.8860074,3,15,26.835043413
01089,F,Other,0,9800,32550,52554,DebtCon,Other,12,0,0,229.51274114,1,32,37.923088094
01090,F,Black,0,9800,54681,74097,DebtCon,Other,2,0,1,106.88889374,3,18,36.618660862
01091,F,White,0,9800,53643,113161,DebtCon,ProfExe,5,0,1,230.30325656,0,9,23.773610404
01092,F,White,0,9800,80267,209931,HomeImp,Self,14,0,0,0.5071145295,,8,19.969628699
01093,F,Asian,0,9800,78022,103466,DebtCon,Mgr,1,0,0,83.835338491,2,24,37.434615355
01094,M,White,0,9800,,45197,HomeImp,Other,,,,316.5253028,,11,29.646665996
01095,F,White,0,9800,52973,65481,HomeImp,Other,10,0,0,101.47266767,2,33,36.878297002
01096,F,White,0,9800,55330,78154,HomeImp,Mgr,2,0,1,122.70553687,0,23,28.896101856
01097,F,White,0,9800,54861,71138,HomeImp,Other,4,0,0,258.33461797,2,16,36.035712866
01098,M,White,0,9800,56188,90143,HomeImp,Other,17,0,0,171.41365835,0,29,25.621650412
01099,F,Black,0,9800,79767,93525,DebtCon,Other,0,4,0,,0,4,31.290118994
01100,F,White,0,9800,63891,72980,DebtCon,ProfExe,7,0,0,32.41493353,2,24,39.37186986
01101,M,White,0,9800,47126,57365,DebtCon,Other,0,0,1,91.141218712,0,19,38.657640295
01102,M,Asian,0,9800,55539,73560,DebtCon,Office,4,0,0,85.900936244,1,14,26.331619061
01103,F,Black,1,9900,37609,120186,DebtCon,Other,,0,0,176.36783901,3,30,53.178911112
01104,M,White,0,9900,60488,75507,HomeImp,Other,3,0,0,239.43363997,1,17,38.473075274
01105,M,Asian,0,9900,35448,58056,DebtCon,Other,11,0,0,229.5228444,1,31,37.297432095
01106,M,Other,0,9900,79379,205346,HomeImp,Self,14,0,0,20.214194867,,7,19.799427915
01107,F,White,0,9900,72674,89909,DebtCon,Office,15,0,1,90.957899517,0,8,27.35463407
01108,M,Black,1,9900,88236,104953,DebtCon,ProfExe,1,0,0,51.648705242,0,2,28.622632092
01109,F,White,0,9900,73804,97413,DebtCon,ProfExe,5,0,0,107.33302454,0,25,33.524879599
01110,M,Asian,0,9900,28432,36605,HomeImp,Office,0,0,0,111.53162529,1,29,37.588195648
01111,M,White,0,9900,52800,66000,HomeImp,Other,29,1,3,188.93333333,1,24,
01112,F,Other,0,9900,111000,134347,DebtCon,ProfExe,16,,1,180.63333333,1,33,
01113,M,White,1,9900,21400,36600,DebtCon,Self,2,0,0,154.2,2,26,
01114,F,White,0,9900,8673,37244,DebtCon,Other,4,0,0,256.68058385,0,12,24.496286322
01115,M,White,0,9900,117003,219783,HomeImp,ProfExe,1,0,0,130.76638619,0,14,25.622610897
01116,M,Other,1,9900,71371,84865,DebtCon,Mgr,0,2,0,94.805235749,0,12,38.211305102
01117,F,White,0,9900,55231,78708,DebtCon,Office,4,0,0,85.801476116,2,15,24.594992574
01118,F,White,0,9900,47367,114837,DebtCon,ProfExe,4,0,0,210.43553362,0,10,25.042108535
01119,M,Asian,0,9900,108155,219936,HomeImp,ProfExe,2,0,0,126.93937738,1,15,27.992051659
01120,M,Black,0,9900,74009,108371,DebtCon,Office,1,0,0,246.09476485,0,36,17.257117147
01121,M,Other,0,9900,82697,100689,DebtCon,ProfExe,3,0,0,133.36579062,0,26,33.591716314
01122,M,White,0,9900,47865,88105,HomeImp,Other,18,0,0,203.02399137,0,17,34.553305392
01123,F,White,0,9900,84920,201713,HomeImp,Self,13,0,0,3.0443841399,,8,21.05764132
01124,M,White,0,9900,54961,70609,DebtCon,Mgr,6,,4,105.9346916,2,11,40.70254787
01125,M,Other,0,9900,26427,87134,HomeImp,ProfExe,20,0,0,244.36524652,0,11,25.003965494
01126,M,White,1,9900,23767,39293,DebtCon,Other,5,1,0,145.76577376,0,9,24.605128805
01127,F,White,0,9900,31244,44138,HomeImp,Mgr,14,0,0,60.634469798,1,9,31.688134282
01128,M,White,0,9900,55342,72357,DebtCon,Mgr,7,,3,111.99885488,1,11,39.870340357
01129,M,White,1,9900,59206,75690,HomeImp,Office,6,0,2,288.39505854,1,19,30.776027864
01130,F,White,0,9900,83821,124527,HomeImp,Office,30,0,0,319.65197133,1,37,35.769425427
01131,F,White,0,10000,63218,76500,DebtCon,Office,5,2,3,183.66666667,3,30,
01132,M,White,1,10000,48300,74600,Null,Other,14,0,1,179.1,2,31,
01133,M,White,1,10000,34350,54146,DebtCon,Other,3,0,0,144.42288892,0,18,31.539013395
01134,F,Asian,0,10000,75976,91000,DebtCon,Other,10.5,0,0,171.46666667,5,22,
01135,F,Asian,0,10000,68807,76581,HomeImp,Office,14,0,0,237.6478941,0,32,42.335573512
01136,F,Asian,0,10000,,56475,HomeImp,Other,9,2,0,309.26449746,2,12,34.487188041
01137,M,White,0,10000,84580,118924,HomeImp,Office,31,0,0,341.94497562,2,37,35.248897631
01138,F,White,0,10000,,49266,Null,Null,,,,,,,15.597290225
01139,F,Black,0,10000,59828,72489,DebtCon,Null,18,0,0,157.24366245,1,11,31.626821934
01140,M,Multiracial,1,10000,22000,41250,HomeImp,Mgr,5,0,0,97.966666667,0,21,
01141,M,White,1,10000,86000,111000,DebtCon,Other,6.5,0,1,91.966666667,3,17,
01142,M,White,1,10000,26197,46600,HomeImp,ProfExe,9,0,0,165.96666667,2,9,
01143,M,White,1,10000,,25010,HomeImp,Self,5,0,3,326.13333333,4,17,
01144,M,White,1,10000,20500,54600,HomeImp,Self,15,0,0,160.33333333,2,11,
01145,F,Black,1,10000,,,HomeImp,Other,,,,,,,
01146,F,White,1,10000,186000,225750,HomeImp,ProfExe,2,0,0,75.866666667,,5,
01147,F,White,1,10000,28000,73250,HomeImp,Other,2,0,0,28.966666667,4,12,
01148,F,Black,1,10000,57238,101500,DebtCon,ProfExe,10,0,0,106.83333333,0,36,
01149,M,White,1,10000,31253,65450,DebtCon,Other,21,0,0,172.03333333,0,16,
01150,M,White,1,10000,27000,54300,HomeImp,Other,0.3,0,1,91.133333333,0,6,
01151,M,White,1,10000,53297,74925,HomeImp,Other,14,0,1,88.533333333,2,15,
01152,F,Other,0,10000,7718,77750,DebtCon,Other,8,0,0,261.8,0,14,
01153,F,White,0,10000,63005,78500,DebtCon,Other,3,,,171.76666667,,35,
01154,M,Asian,0,10000,87579,105000,DebtCon,Other,13,0,0,209.96666667,3,16,
01155,M,White,0,10000,,42497,HomeImp,Mgr,6,,,165.43333333,,9,
01156,M,White,0,10000,32000,59000,DebtCon,Office,24,0,1,232.33333333,1,29,
01157,F,White,0,10000,31000,58240,DebtCon,Mgr,,,,,,,
01158,M,Multiracial,0,10000,71000,97875,HomeImp,ProfExe,8,0,0,165.71489362,0,34,
01159,F,Black,0,10000,66000,89145,DebtCon,Office,9,0,0,215.03333333,3,29,
01160,M,White,0,10000,59764,77870,DebtCon,Sales,7,0,0,136.9,0,35,
01161,F,White,0,10000,124000,192000,HomeImp,Office,0,0,1,346.96666667,0,16,
01162,M,White,0,10000,80000,107900,HomeImp,ProfExe,12,0,2,176.53333333,0,28,
01163,F,White,0,10000,34767,51000,HomeImp,Other,23,0,1,121.73333333,0,23,
01164,M,White,0,10000,,23400,HomeImp,Null,28,0,0,206.96666667,1,5,
01165,F,White,0,10000,57068,72000,Null,Other,12,0,0,257.7,0,27,
01166,M,White,0,10000,22068,49600,HomeImp,Other,0.9,0,0,247.56666667,0,11,
01167,F,White,0,10000,131589,156000,HomeImp,ProfExe,5,0,1,419.03333333,1,43,
01168,F,White,0,10000,147234,175300,HomeImp,Office,6,0,0,192.76666667,1,56,
01169,M,White,0,10000,48041,76050,HomeImp,Other,3,0,2,185.7,0,13,
01170,F,Black,0,10000,78000,97400,HomeImp,ProfExe,1,0,0,72.033333333,1,20,
01171,F,White,0,10000,64320,102375,DebtCon,Office,10,0,0,148.16666667,1,13,
01172,M,White,0,10000,96000,112200,Null,Office,16,1,0,258.73333333,0,16,
01173,M,Black,0,10000,88777.5,112014,DebtCon,ProfExe,13,0,0,182.63333333,2,18,
01174,F,White,0,10000,10000,68250,DebtCon,ProfExe,20,0,2,398.8,1,12,
01175,M,Black,1,10000,42300,,DebtCon,Mgr,11,1,0,31.4,3,5,
01176,M,White,1,10000,5200,53095,HomeImp,Other,5,3,3,234.33333333,3,17,
01177,M,Other,1,10000,19225.53,35500,HomeImp,Office,5,0,2,186,1,10,
01178,M,White,1,10000,62000,80000,DebtCon,Other,5,,1,97.4,4,30,
01179,M,Multiracial,1,10000,41741,56000,DebtCon,Office,3,0,0,20.233333333,2,6,
01180,F,White,1,10000,46946,65000,HomeImp,Office,7.2,0,1,80.1,1,12,
01181,F,Multiracial,1,10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.43333333,0,24,
01182,F,White,1,10000,59929,,DebtCon,Other,5,,,,,,
01183,M,White,1,10000,99600,125500,DebtCon,Office,8,0,0,80.1,3,21,
01184,M,White,1,10000,122800,151500,HomeImp,ProfExe,2,0,0,205.96666667,1,23,
01185,M,Other,1,10000,49000,70000,HomeImp,Other,,0,3,190.73333333,1,12,
01186,M,Black,1,10000,48840,58740,HomeImp,Other,15,2,2,194.8,0,39,
01187,F,White,1,10000,13161,37700,DebtCon,Other,,3,0,79.1,2,9,
01188,M,White,1,10000,84000,132965,DebtCon,Sales,30,0,0,325.63333333,1,24,
01189,M,White,1,10000,42321,53800,DebtCon,Other,4,0,0,275.9,0,19,
01190,F,Multiracial,1,10000,65000,80000,DebtCon,Other,2,0,0,26.366666667,3,2,
01191,M,White,1,10000,76700,97800,DebtCon,Other,25,,10,205.23333333,3,26,
01192,M,White,1,10000,59543,86800,DebtCon,Other,9,3,1,152.13333333,2,51,
01193,F,Black,1,10000,52410,54500,Null,Mgr,1,9,4,132.9,4,29,
01194,M,White,1,10000,50070,60670,HomeImp,Other,5,2,0,15.233333333,0,1,
01195,M,White,1,10000,16288,48600,DebtCon,Other,24,0,0,268.83333333,1,16,
01196,M,White,1,10000,69727,90312,HomeImp,Office,4.5,5,1,122.83333333,,17,
01197,F,Asian,1,10000,,65088,HomeImp,Mgr,3.5,4,5,205.06666667,2,39,
01198,M,Black,1,10000,,79500,DebtCon,ProfExe,19,0,0,285.1,2,7,
01199,F,Asian,1,10000,,,Null,Other,15,2,2,108.93333333,3,31,
01200,F,White,1,10000,91000,110000,DebtCon,Other,16,1,3,123.76666667,2,22,
01201,F,White,1,10000,66399,78000,Null,ProfExe,0.9,0,0,112.6,0,15,
01202,F,White,1,10000,90700,123370,DebtCon,ProfExe,15,2,0,90.3,1,4,
01203,M,Black,1,10000,34900,48000,HomeImp,Other,3,0,0,288.16666667,1,3,
01204,M,White,0,10000,127319,194992,HomeImp,Office,1,0,1,337.6899717,0,16,41.447505948
01205,F,White,0,10000,48769,65328,DebtCon,Office,4,0,1,104.69524068,3,12,39.049359218
01206,F,Other,0,10000,133879,157446,HomeImp,ProfExe,6,0,1,421.36287218,1,42,30.606998702
01207,F,White,1,10000,36000,68800,DebtCon,Other,13,0,0,118.66666667,6,15,
01208,F,White,0,10000,64375,72418,DebtCon,ProfExe,14,0,0,207.61730644,3,31,38.867949083
01209,F,Other,0,10000,114643,130127,DebtCon,Self,5,0,1,160.6678931,0,19,33.920044393
01210,M,White,0,10000,,69502,Null,Null,,,,,,,25.77278284
01211,M,White,0,10000,41949,51684,DebtCon,Other,15,0,0,84.123450947,0,12,31.267318776
01212,M,Other,0,10100,114590,215784,HomeImp,ProfExe,2,0,0,123.16918276,0,14,27.84508378
01213,F,White,0,10100,45493,54605,HomeImp,Mgr,21,0,1,234.59177844,0,18,36.594664037
01214,M,Other,0,10100,87942,106000,DebtCon,Other,13,0,0,219.38527843,2,16,40.75164798
01215,M,White,0,10100,32608,47377,HomeImp,Other,9,0,0,67.38706567,0,3,35.690193036
01216,M,White,0,10100,66393,85605,DebtCon,Office,6,1,1,203.69956292,3,29,37.669305127
01217,F,White,1,10100,,25300,DebtCon,Other,,1,0,122.3,1,5,
01218,M,White,0,10100,68240,84067,DebtCon,Sales,8,0,0,131.40418009,0,35,28.443810481
01219,F,Other,0,10100,81263,98536,DebtCon,Mgr,1,0,0,73.160447708,1,23,38.331255722
01220,M,Black,0,10100,137299,200339,DebtCon,ProfExe,0,0,0,66.357590464,2,23,35.2377013
01221,M,White,0,10100,47426,68820,DebtCon,Other,16,0,4,220.7609123,0,36,24.01951269
01222,F,Black,0,10100,57881,69554,HomeImp,Other,29,0,3,189.92452243,1,24,34.61045543
01223,F,White,1,10100,60200,74000,DebtCon,Other,4,,4,128.86666667,5,24,
01224,M,White,0,10100,68820,78830,DebtCon,Other,2,,,170.7224523,,34,29.206752832
01225,F,Multiracial,0,10100,73174,91101,DebtCon,Office,14,0,0,77.117090664,0,8,25.042596687
01226,F,Black,0,10100,54873,73085,HomeImp,Other,5,0,1,252.25289259,1,16,38.727417297
01227,F,White,0,10100,49683,55728,DebtCon,Other,0,0,0,91.095794879,0,20,37.133107539
01228,F,White,0,10100,72136,89437,DebtCon,Null,5,0,0,205.73712524,0,15,30.798763531
01229,F,Black,0,10100,55559,89231,HomeImp,Other,16,1,0,175.55557129,0,29,26.900320998
01230,M,Black,0,10100,126358,180305,DebtCon,Other,8,0,0,199.35052965,1,20,32.033628789
01231,F,White,0,10100,58446,71145,HomeImp,Other,4,0,1,244.62436764,1,15,38.117306388
01232,M,Asian,0,10100,63283,82912,HomeImp,Other,0,0,0,99.816258251,1,7,38.370539706
01233,F,Multiracial,0,10100,55738,73266,DebtCon,Office,5,0,0,85.635235028,1,14,24.534325065
01234,F,Multiracial,0,10100,93085,110069,DebtCon,Other,13,0,0,206.799179,3,16,40.569897059
01235,M,White,0,10100,154005,175684,HomeImp,Office,4,0,0,189.36630726,0,56,33.971221884
01236,F,White,0,10100,,69451,Null,Null,,,,,,,22.519685436
01237,F,Asian,0,10200,44000,57000,DebtCon,Other,0,1,0,191.73333333,2,13,
01238,F,White,0,10200,9078,35261,Null,Null,,,,,,,33.666454504
01239,M,White,0,10200,102281,114277,Null,Office,15,0,0,263.2869775,0,16,36.827785946
01240,M,White,0,10200,70882,98154,DebtCon,Other,16,,,153.11813626,3,15,25.119955899
01241,M,White,1,10200,69116,105228,HomeImp,ProfExe,12,0,8,122.84395119,0,36,36.122885906
01242,M,White,0,10200,82630,99250,DebtCon,Other,1,0,0,107.52855981,1,32,40.280974865
01243,F,Multiracial,0,10200,55539,65357,DebtCon,Mgr,5,0,0,190.94593081,1,17,28.640823727
01244,F,White,0,10200,51108,68673,DebtCon,Mgr,6,,,116.67936716,,23,42.775643911
01245,F,Asian,0,10200,59907,71580,DebtCon,ProfExe,14,0,0,237.94813719,2,32,36.400946661
01246,F,White,0,10200,84196,91642,DebtCon,Other,1,0,0,104.83507193,1,32,38.376112633
01247,F,Other,1,10200,52310,74117,DebtCon,Other,13,0,3,118.69578554,2,23,
01248,M,Black,0,10200,77571,102732,HomeImp,ProfExe,6,0,0,100.62966346,0,34,37.361513569
01249,F,White,0,10200,60180,72370,DebtCon,Mgr,5,,,125.29486665,,23,42.504613543
01250,F,White,0,10200,71111,80385,DebtCon,Office,4,1,2,170.28188255,2,29,38.62337208
01251,F,Asian,0,10200,54900,79000,DebtCon,Office,14,0,0,113.63333333,0,24,
01252,M,White,0,10200,8907,59814,HomeImp,Other,7,2,0,364.43094738,1,22,16.064245381
01253,F,Black,0,10200,46140,56206,DebtCon,Null,8,1,0,115.78062817,1,25,22.313705147
01254,F,White,1,10200,48670,90444,HomeImp,Other,,1,1,89.355474878,,7,39.15104729
01255,F,White,0,10200,73157,83858,DebtCon,Null,3,0,0,193.5089634,0,16,29.087994721
01256,F,White,0,10200,78628,92090,DebtCon,Other,10,1,0,164.31789635,6,21,38.721321606
01257,F,Other,0,10200,38223,60728,DebtCon,Mgr,,,,,,,35.347853825
01258,M,White,0,10200,61179,69591,DebtCon,Null,18,0,0,148.70447764,1,11,34.472204606
01259,F,Black,0,10200,34522,43076,HomeImp,Other,9,0,0,92.907548338,0,3,36.845356693
01260,M,Other,1,10200,29581,39992,DebtCon,Self,3,0,0,149.87462567,2,26,43.197242061
01261,F,White,0,10200,16322,86505,DebtCon,Other,8,0,0,259.16381964,0,14,21.253498139
01262,M,White,0,10200,57142,72664,DebtCon,Null,19,0,0,158.18580391,1,12,32.49748842
01263,F,White,0,10200,80969,100937,DebtCon,Other,9,0,0,168.74982105,4,21,39.698429807
01264,M,White,0,10200,86400,113698,HomeImp,ProfExe,11,0,1,181.54292704,0,27,35.031650879
01265,F,Black,0,10200,65803,85155,HomeImp,Other,15,0,0,218.48175459,0,36,36.182192009
01266,M,Black,0,10200,79257,105912,HomeImp,ProfExe,3,0,0,95.35537249,0,33,39.391365195
01267,M,White,0,10200,,64377,HomeImp,Other,,0,0,347.24501311,0,6,37.774681559
01268,M,White,0,10300,61000,75000,DebtCon,Office,12,0,0,251.53333333,4,37,
01269,M,Multiracial,1,10300,70147,122124,HomeImp,Other,1,0,0,58.895685895,0,7,57.995018623
01270,M,Other,0,10300,54925,84078,HomeImp,Other,2,0,1,189.69527288,0,13,29.133697408
01271,F,White,0,10300,51787,86200,HomeImp,Other,17,0,0,203.73276258,0,16,34.435246045
01272,M,White,0,10300,79243,89840,DebtCon,Office,16,0,0,87.825346176,0,9,24.479373218
01273,M,Black,0,10300,,69085,HomeImp,Other,,0,0,380.27804051,0,7,36.739820219
01274,F,White,0,10300,46609,63812,DebtCon,Other,1,0,0,184.78841632,2,13,29.140031372
01275,F,Multiracial,0,10300,58572,75946,DebtCon,Office,5,0,0,85.010052857,2,14,27.769438937
01276,M,Asian,0,10300,,50548,HomeImp,Mgr,5,,,165.55319924,,9,23.886330813
01277,M,White,0,10300,50714,56088,DebtCon,Office,1,0,0,163.08914819,1,21,37.973055369
01278,F,White,0,10300,65382,73817,DebtCon,Other,1,0,0,190.64814501,1,17,34.192891589
01279,M,White,0,10300,74624,96697,DebtCon,Office,7,0,0,217.23532123,3,28,41.511300788
01280,F,White,0,10300,75483,99345,DebtCon,ProfExe,3,0,0,133.79051006,0,25,34.887236085
01281,F,Multiracial,0,10300,45275,62724,HomeImp,Other,11,0,1,109.32463871,3,34,37.291824994
